SeriesCode,SeriesDescription,GeoAreaName,TimePeriod,Value
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Hungary,2006,97.43173
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Hungary,2009,82.44744
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Hungary,2011,94.641
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Hungary,2012,80.27892
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Hungary,2015,72.52249
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Iceland,2001,92.13533
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Iceland,2003,81.50275
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Iceland,2006,79.53711
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Iceland,2006,93.17487
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Iceland,2009,83.17968
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Iceland,2012,79.00457
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Iceland,2015,77.91121
Reading level,"Minimum proficiency in reading, by education level and sex (%)",India,2009,16.69612
Reading level,"Minimum proficiency in reading, by education level and sex (%)",India,2016,25.1
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Indonesia,2003,36.7496
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Indonesia,2006,53.97708
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Indonesia,2006,41.70181
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Indonesia,2009,46.5781
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Indonesia,2011,66.2271
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Indonesia,2012,44.75408
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Indonesia,2015,44.62093
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Ireland,2003,88.96812
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Ireland,2006,87.86356
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Ireland,2009,82.75082
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Ireland,2011,96.68727
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Ireland,2012,90.4097
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Ireland,2015,89.80892
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Israel,2001,86.61473
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Israel,2006,85.48654
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Israel,2006,61.11377
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Israel,2009,73.45302
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Israel,2011,93.1645
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Israel,2012,76.4157
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Israel,2015,73.40928
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Italy,2001,96.55672
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Italy,2003,76.12858
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Italy,2006,98.19328
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Italy,2006,73.60957
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Italy,2009,78.97688
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Italy,2011,97.66477
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Italy,2012,80.49904
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Italy,2015,79.03289
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Jamaica,2014,63.25
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Jamaica,2014,86.5
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Jamaica,2015,60
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Jamaica,2016,63.8
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Kazakhstan,2009,41.30291
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Kazakhstan,2012,42.9451
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Kazakhstan,2015,58.71837
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Jordan,2006,50.41184
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Jordan,2009,51.96817
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Jordan,2012,49.28516
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Jordan,2015,53.70073
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Kenya,2001,94.39224
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Kenya,2006,91.95595
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Kenya,2015,46.13358
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Kenya,2015,79.97163
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Kenya,2016,60.1
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Kuwait,2001,50.59034
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Kuwait,2006,28.16162
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Kuwait,2011,58.37115
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Kyrgyzstan,2006,11.75808
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Kyrgyzstan,2009,16.77862
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Kyrgyzstan,2014,36.2
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Lebanon,2015,29.62933
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Lesotho,2001,70.63777
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Lesotho,2006,78.80257
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Latvia,2001,98.54787
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Latvia,2003,81.95388
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Latvia,2006,98.21378
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Latvia,2006,78.78249
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Latvia,2009,82.42109
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Latvia,2012,83.0206
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Latvia,2015,82.32084
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Liechtenstein,2003,89.61079
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Liechtenstein,2006,85.69982
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Liechtenstein,2009,84.31886
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Liechtenstein,2012,87.62445
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Lithuania,2001,98.0103
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Lithuania,2006,98.70484
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Lithuania,2006,74.33325
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Lithuania,2009,75.63681
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Lithuania,2011,96.53329
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Lithuania,2012,78.80032
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Lithuania,2015,86.8
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Lithuania,2015,74.89369
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Lithuania,2016,83.8
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Lithuania,2017,91.6
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Luxembourg,2003,77.25525
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Luxembourg,2006,77.14608
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Luxembourg,2006,98.78203
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Luxembourg,2009,73.95931
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Luxembourg,2012,77.83019
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Luxembourg,2015,74.35827
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Madagascar,2006,78.87487
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Malawi,2001,55.50994
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Malawi,2006,63.40275
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Malawi,2012,22
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Malawi,2012,24
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Malaysia,2009,56.03299
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Malaysia,2011,89
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Malaysia,2011,94
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Malaysia,2012,47.27839
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Malaysia,2015,62.81969
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Malaysia,2017,73.37796
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Malaysia,2017,86.41567
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Malaysia,2017,88.30979
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Mali,2003,72.85633
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Mali,2016,1.9
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Mali,2016,11.9
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Malta,2009,63.68741
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Malta,2011,74.4452
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Malta,2015,64.44508
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Mauritania,2001,47.14574
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Mauritius,2001,81.25208
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Mauritius,2006,88.85834
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Mauritius,2009,53.31871
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Mauritius,2014,75.5
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Mauritius,2014,75.1
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Mauritius,2015,77.3
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Mauritius,2015,75.5
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Mauritius,2016,78.1
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Mexico,2003,47.97991
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Mexico,2006,87.69308
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Mexico,2006,52.9892
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Mexico,2009,59.90857
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Mexico,2011,85.8689
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Mexico,2012,58.9231
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Mexico,2012,84.7812
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Mexico,2013,77.98895
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Mexico,2013,88.8055
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Mexico,2015,58.25517
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Mexico,2015,50.4
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Mexico,2017,66.3
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Montenegro,2006,43.65372
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Montenegro,2009,50.45029
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Montenegro,2012,56.70178
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Montenegro,2015,58.11399
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Montserrat,2013,44.7
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Montserrat,2014,64
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Montserrat,2015,70
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Montserrat,2015,57
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Morocco,2001,33.36832
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Morocco,2006,25.74281
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Morocco,2011,21.01226
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Mozambique,2001,93.84274
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Mozambique,2006,78.49215
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Oman,2011,47.42159
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Namibia,2001,56.55309
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Namibia,2006,86.36772
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Netherlands,2001,99.2274
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Netherlands,2003,88.5208
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Netherlands,2006,99.43911
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Netherlands,2006,84.88453
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Netherlands,2009,85.68504
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Netherlands,2011,99.55017
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Netherlands,2012,86.01116
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Netherlands,2015,81.93602
Reading level,"Minimum proficiency in reading, by education level and sex (%)",New Zealand,2001,89.96703
Reading level,"Minimum proficiency in reading, by education level and sex (%)",New Zealand,2003,85.49576
Reading level,"Minimum proficiency in reading, by education level and sex (%)",New Zealand,2006,91.89214
Reading level,"Minimum proficiency in reading, by education level and sex (%)",New Zealand,2006,85.4714
Reading level,"Minimum proficiency in reading, by education level and sex (%)",New Zealand,2009,85.65371
Reading level,"Minimum proficiency in reading, by education level and sex (%)",New Zealand,2011,91.72847
Reading level,"Minimum proficiency in reading, by education level and sex (%)",New Zealand,2012,83.7299
Reading level,"Minimum proficiency in reading, by education level and sex (%)",New Zealand,2013,81
Reading level,"Minimum proficiency in reading, by education level and sex (%)",New Zealand,2014,58
Reading level,"Minimum proficiency in reading, by education level and sex (%)",New Zealand,2015,82.70245
Reading level,"Minimum proficiency in reading, by education level and sex (%)",New Zealand,2015,76
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Nicaragua,2006,76.76793
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Nicaragua,2013,62.86044
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Nicaragua,2013,76.17932
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Niger,2000,59.76864
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Niger,2014,9.77844
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Niger,2014,8.47654
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Nigeria,2011,74.62
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Nigeria,2011,53.79
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Norway,2001,88.20851
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Norway,2003,81.87787
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Norway,2006,77.57219
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Norway,2006,91.82734
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Norway,2009,84.99968
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Norway,2011,94.82548
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Norway,2012,83.77932
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Norway,2015,85.08596
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Pakistan,2013,20
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Pakistan,2014,61
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Pakistan,2014,73
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Pakistan,2016,52.1
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Pakistan,2016,16.7
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Panama,2006,69.64903
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Panama,2009,34.74443
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Panama,2013,68.03358
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Panama,2013,76.90238
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Paraguay,2006,63.23471
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Paraguay,2010,55
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Paraguay,2010,72
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Paraguay,2010,80
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Paraguay,2013,63.1509
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Paraguay,2013,70.94855
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Paraguay,2015,69
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Paraguay,2015,68
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Paraguay,2015,71
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Peru,2007,70.2
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Peru,2008,70
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Peru,2009,76.7
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Peru,2010,76.3
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Peru,2011,76.8
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Peru,2012,80.2
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Peru,2013,84.2
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Peru,2014,87.5
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Peru,2015,93.6
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Peru,2016,93.7
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Peru,2016,41.8
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Poland,2003,83.18808
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Poland,2006,93.03615
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Poland,2006,83.76092
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Poland,2009,84.96794
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Poland,2011,94.58391
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Poland,2012,89.42314
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Poland,2015,85.58769
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Portugal,2003,78.0547
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Portugal,2006,75.07483
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Portugal,2009,82.38027
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Portugal,2011,97.5937
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Portugal,2012,81.18643
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Portugal,2015,82.76737
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Timor-Leste,2010,80
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Puerto Rico,2015,49.6076
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Qatar,2006,32.79137
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Qatar,2006,18.43269
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Qatar,2009,36.54089
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Qatar,2011,59.6696
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Qatar,2012,42.85175
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Qatar,2015,48.42608
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Romania,2001,88.39766
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Romania,2006,83.9475
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Romania,2006,46.49353
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Romania,2009,59.60026
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Romania,2011,85.99002
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Romania,2012,62.73607
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Romania,2015,61.28519
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Anguilla,2013,73.3
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Anguilla,2013,72.6
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Anguilla,2014,71.2
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Anguilla,2014,68
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Anguilla,2015,75.9
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Anguilla,2015,59.2
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Saint Lucia,2015,68
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Saint Lucia,2015,62
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Saudi Arabia,2011,64.98645
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Senegal,2006,77.00864
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Senegal,2010,54.9
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Senegal,2014,28.86356
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Senegal,2014,61.11275
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Senegal,2016,42.16475
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Senegal,2016,18.11
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Serbia,2003,53.32641
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Serbia,2006,48.28135
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Serbia,2009,67.18341
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Serbia,2012,66.87244
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Seychelles,2001,89.73156
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Seychelles,2006,88.25319
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Seychelles,2014,84
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Seychelles,2014,81
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Seychelles,2015,92
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Seychelles,2015,78
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Seychelles,2016,88
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Seychelles,2016,86
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Singapore,2001,90.20896
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Singapore,2006,96.6549
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Singapore,2009,87.51895
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Singapore,2011,96.7191
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Singapore,2012,90.1335
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Singapore,2015,88.85071
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Slovakia,2001,93.93099
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Slovakia,2003,75.09752
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Slovakia,2006,72.18384
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Slovakia,2006,94.36112
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Slovakia,2009,77.80547
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Slovakia,2011,95.78121
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Slovakia,2012,71.7821
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Slovakia,2015,67.89871
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Slovenia,2001,91.14447
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Slovenia,2006,94.43296
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Slovenia,2006,83.47207
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Slovenia,2009,78.79963
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Slovenia,2011,95.47443
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Slovenia,2012,78.8567
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Slovenia,2015,84.86019
Reading level,"Minimum proficiency in reading, by education level and sex (%)",South Africa,2001,68.99182
Reading level,"Minimum proficiency in reading, by education level and sex (%)",South Africa,2006,22.20323
Reading level,"Minimum proficiency in reading, by education level and sex (%)",South Africa,2006,72.73676
Reading level,"Minimum proficiency in reading, by education level and sex (%)",South Africa,2011,56.69624
Reading level,"Minimum proficiency in reading, by education level and sex (%)",South Africa,2012,81.1
Reading level,"Minimum proficiency in reading, by education level and sex (%)",South Africa,2012,75.3
Reading level,"Minimum proficiency in reading, by education level and sex (%)",South Africa,2012,69.1
Reading level,"Minimum proficiency in reading, by education level and sex (%)",South Africa,2013,80.4
Reading level,"Minimum proficiency in reading, by education level and sex (%)",South Africa,2013,72.8
Reading level,"Minimum proficiency in reading, by education level and sex (%)",South Africa,2013,88.2
Reading level,"Minimum proficiency in reading, by education level and sex (%)",South Africa,2014,84.1
Reading level,"Minimum proficiency in reading, by education level and sex (%)",South Africa,2014,84.2
Reading level,"Minimum proficiency in reading, by education level and sex (%)",South Africa,2014,92.1
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Zimbabwe,2006,81.49745
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Spain,2003,78.89377
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Spain,2006,93.53761
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Spain,2006,74.33111
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Spain,2009,80.44061
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Spain,2010,82
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Spain,2011,93.87192
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Spain,2012,81.65702
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Spain,2015,83.76361
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Sweden,2001,98.44235
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Sweden,2003,86.73371
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Sweden,2006,84.73502
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Sweden,2006,97.97637
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Sweden,2009,82.5607
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Sweden,2011,97.64252
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Sweden,2012,77.28123
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Sweden,2015,81.57055
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Switzerland,2003,83.32419
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Switzerland,2006,83.55357
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Switzerland,2009,83.19383
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Switzerland,2012,86.30588
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Switzerland,2015,80.0227
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Thailand,2003,56.00164
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Thailand,2006,55.38226
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Thailand,2009,57.13054
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Thailand,2012,67.03059
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Thailand,2015,50.02106
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Togo,2000,84.84387
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Togo,2011,73.8991
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Togo,2014,20.12737
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Togo,2014,38.43333
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Tonga,2009,15
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Trinidad and Tobago,2006,64.3844
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Trinidad and Tobago,2009,55.19441
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Trinidad and Tobago,2011,77.99835
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Trinidad and Tobago,2015,72.8
Reading level,"Minimum proficiency in reading, by education level and sex (%)",Trinidad and Tobago,2015,57.51771
